Frequency,File_1,File_2,File_3,File_4,File_5,File_6,File_7,File_8,File_9,File_10,File_11
499554566,-93.06,-93.06,-93.06,-93.06,-93.06,-93.06,-93.06,-93.06,-93.06,-93.06,
501556793,-84.06,-84.06,-84.06,-84.06,-84.06,-84.06,-84.06,-84.06,-84.06,-84.06,
503559020,-85.06,-85.06,-85.06,-85.06,-85.06,-85.06,-85.06,-85.06,-85.06,-85.06,
505561247,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06,-75.06
507563474,-81.56,-81.56,-81.56,-81.56,-81.56,-81.56,-81.56,-81.56,-81.56,-81.56,
509565702,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06,-79.06
511567929,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56
513570156,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56,-65.56
515572383,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56,-61.56
517574610,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56,-58.56
519576837,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06,-61.06
521579065,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06,-58.06
523581292,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56,-62.56
525583519,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56,-60.56
527585746,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06,-59.06
529587973,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06,-71.06
531590200,-97.56,-97.56,-97.56,-97.56,-97.56,-97.56,-97.56,-97.56,-97.56,-97.56,
533592428,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,
535594655,-99.06,-99.06,-99.06,-99.06,-99.06,-99.06,-99.06,-99.06,-99.06,-99.06,
537596882,-98.06,-98.06,-98.06,-98.06,-98.06,-98.06,-98.06,-98.06,-98.06,-98.06,
539599109,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,
541601336,-98.56,-98.56,-98.56,-98.56,-98.56,-98.56,-98.56,-98.56,-98.56,-98.56,
543603563,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,-97.06,
545605791,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,
547608018,-95.03,-95.03,-95.03,-95.03,-95.03,-95.03,-95.03,-95.03,-95.03,-95.03,
549610245,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,
551612472,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,-96.03,
553614699,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,
555616927,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,
557619154,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,
559621381,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,
561623608,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,
563625835,-100.03,-100.03,-100.03,-100.03,-100.03,-100.03,-100.03,-100.03,-100.03,-100.03,
565628062,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,-97.53,
567630290,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,
569632517,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,-96.53,
571634744,-81.53,-81.53,-81.53,-81.53,-81.53,-81.53,-81.53,-81.53,-81.53,-81.53,
573636971,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53,-76.53
575639198,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03
577641425,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53,-71.53
579643653,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53,-67.53
581645880,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03,-67.03
583648107,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03,-57.03
585650334,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53,-61.53
587652561,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53,-62.53
589654788,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03,-63.03
591657016,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0,-61.0
593659243,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0,-62.0
595661470,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5
597663697,-82.5,-82.5,-82.5,-82.5,-82.5,-82.5,-82.5,-82.5,-82.5,-82.5,
599665924,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,-82.0,
601668151,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5,-73.5
603670379,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0
605672606,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5,-79.5
607674833,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0,-79.0
609677060,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,
611679287,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,-97.5,
613681514,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,-97.0,
615683742,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,
617685969,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,-98.0,
619688196,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,
621690423,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0,-69.0
623692650,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0,-64.0
625694878,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5,-62.5
627697105,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5,-65.5
629699332,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5
631701559,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5,-68.5
633703786,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5,-64.5
635706013,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5,-59.5
637708241,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47,-64.47
639710468,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97,-66.97
641712695,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47,-74.47
643714922,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97,-77.97
645717149,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47,-78.47
647719376,-82.97,-82.97,-82.97,-82.97,-82.97,-82.97,-82.97,-82.97,-82.97,-82.97,
649721604,-83.47,-83.47,-83.47,-83.47,-83.47,-83.47,-83.47,-83.47,-83.47,-83.47,
651723831,-86.97,-86.97,-86.97,-86.97,-86.97,-86.97,-86.97,-86.97,-86.97,-86.97,
653726058,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,
655728285,-95.47,-95.47,-95.47,-95.47,-95.47,-95.47,-95.47,-95.47,-95.47,-95.47,
657730512,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,
659732739,-95.97,-95.97,-95.97,-95.97,-95.97,-95.97,-95.97,-95.97,-95.97,-95.97,
661734967,-99.47,-99.47,-99.47,-99.47,-99.47,-99.47,-99.47,-99.47,-99.47,-99.47,
663737194,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,
665739421,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,
667741648,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,
669743875,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,
671746102,-97.47,-97.47,-97.47,-97.47,-97.47,-97.47,-97.47,-97.47,-97.47,-97.47,
673748330,-98.47,-98.47,-98.47,-98.47,-98.47,-98.47,-98.47,-98.47,-98.47,-98.47,
675750557,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,
677752784,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,-98.97,
679755011,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,-97.97,
681757238,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,
683759465,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
685761693,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,
687763920,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,
689766147,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
691768374,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,
693770601,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
695772829,-99.94,-99.94,-99.94,-99.94,-99.94,-99.94,-99.94,-99.94,-99.94,-99.94,
697775056,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,-97.44,
699777283,-96.94,-96.94,-96.94,-96.94,-96.94,-96.94,-96.94,-96.94,-96.94,-96.94,
701779510,-89.94,-89.94,-89.94,-89.94,-89.94,-89.94,-89.94,-89.94,-89.94,-89.94,
703781737,-94.44,-94.44,-94.44,-94.44,-94.44,-94.44,-94.44,-94.44,-94.44,-94.44,
705783964,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
707786192,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
709788419,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,
711790646,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
713792873,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,
715795100,-96.44,-96.44,-96.44,-96.44,-96.44,-96.44,-96.44,-96.44,-96.44,-96.44,
717797327,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,-98.94,
719799555,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,
721801782,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,-97.94,
723804009,-100.44,-100.44,-100.44,-100.44,-100.44,-100.44,-100.44,-100.44,-100.44,-100.44,
725806236,-96.91,-96.91,-96.91,-96.91,-96.91,-96.91,-96.91,-96.91,-96.91,-96.91,
727808463,-98.41,-98.41,-98.41,-98.41,-98.41,-98.41,-98.41,-98.41,-98.41,-98.41,
729810690,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41,-66.41
731812918,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91,-64.91
733815145,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41
735817372,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41
737819599,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91
739821826,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91,-65.91
741824053,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91,-68.91
743826281,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41,-68.41
745828508,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41,-45.41
747830735,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41
749832962,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41
751835189,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41,-40.41
753837416,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41,-38.41
755839644,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41,-42.41
757841871,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41,-79.41
759844098,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41,-73.41
761846325,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91,-73.91
763848552,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41
765850780,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41,-71.41
767853007,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41,-78.41
769855234,-91.91,-91.91,-91.91,-91.91,-91.91,-91.91,-91.91,-91.91,-91.91,-91.91,
771857461,-97.88,-97.88,-97.88,-97.88,-97.88,-97.88,-97.88,-97.88,-97.88,-97.88,
773859688,-90.88,-90.88,-90.88,-90.88,-90.88,-90.88,-90.88,-90.88,-90.88,-90.88,
775861915,-98.38,-98.38,-98.38,-98.38,-98.38,-98.38,-98.38,-98.38,-98.38,-98.38,
777864143,-96.34,-96.34,-96.34,-96.34,-96.34,-96.34,-96.34,-96.34,-96.34,-96.34,
779866370,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,
781868597,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,-98.84,
783870824,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,
785873051,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,-98.81,
787875278,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,
789877506,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,-99.31,
791879733,-97.78,-97.78,-97.78,-97.78,-97.78,-97.78,-97.78,-97.78,-97.78,-97.78,
793881960,-98.28,-98.28,-98.28,-98.28,-98.28,-98.28,-98.28,-98.28,-98.28,-98.28,
795884187,-98.78,-98.78,-98.78,-98.78,-98.78,-98.78,-98.78,-98.78,-98.78,-98.78,
797886414,-98.25,-98.25,-98.25,-98.25,-98.25,-98.25,-98.25,-98.25,-98.25,-98.25,
799888641,-96.25,-96.25,-96.25,-96.25,-96.25,-96.25,-96.25,-96.25,-96.25,-96.25,
801890869,-96.75,-96.75,-96.75,-96.75,-96.75,-96.75,-96.75,-96.75,-96.75,-96.75,
803893096,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,
805895323,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,
807897550,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,-98.72,
809899777,-97.66,-97.66,-97.66,-97.66,-97.66,-97.66,-97.66,-97.66,-97.66,-97.66,
811902004,-99.12,-99.12,-99.12,-99.12,-99.12,-99.12,-99.12,-99.12,-99.12,-99.12,
813904232,-98.53,-98.53,-98.53,-98.53,-98.53,-98.53,-98.53,-98.53,-98.53,-98.53,
815906459,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,
817908686,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,-98.44,
819910913,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,
821913140,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,-96.22,
823915367,-97.69,-97.69,-97.69,-97.69,-97.69,-97.69,-97.69,-97.69,-97.69,-97.69,
825917595,-98.12,-98.12,-98.12,-98.12,-98.12,-98.12,-98.12,-98.12,-98.12,-98.12,
827919822,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,-96.5,
829922049,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,
831924276,-96.84,-96.84,-96.84,-96.84,-96.84,-96.84,-96.84,-96.84,-96.84,-96.84,
833926503,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,-97.31,
835928731,-94.72,-94.72,-94.72,-94.72,-94.72,-94.72,-94.72,-94.72,-94.72,-94.72,
837930958,-93.62,-93.62,-93.62,-93.62,-93.62,-93.62,-93.62,-93.62,-93.62,-93.62,
839933185,-92.53,-92.53,-92.53,-92.53,-92.53,-92.53,-92.53,-92.53,-92.53,-92.53,
841935412,-94.97,-94.97,-94.97,-94.97,-94.97,-94.97,-94.97,-94.97,-94.97,-94.97,
843937639,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,-95.44,
845939866,-96.81,-96.81,-96.81,-96.81,-96.81,-96.81,-96.81,-96.81,-96.81,-96.81,
847942094,-96.28,-96.28,-96.28,-96.28,-96.28,-96.28,-96.28,-96.28,-96.28,-96.28,
849944321,-97.19,-97.19,-97.19,-97.19,-97.19,-97.19,-97.19,-97.19,-97.19,-97.19,
851946548,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12,-78.12
853948775,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03,-72.03
855951002,-93.91,-93.91,-93.91,-93.91,-93.91,-93.91,-93.91,-93.91,-93.91,-93.91,
857953229,-95.38,-95.38,-95.38,-95.38,-95.38,-95.38,-95.38,-95.38,-95.38,-95.38,
859955457,-97.81,-97.81,-97.81,-97.81,-97.81,-97.81,-97.81,-97.81,-97.81,-97.81,
861957684,-96.69,-96.69,-96.69,-96.69,-96.69,-96.69,-96.69,-96.69,-96.69,-96.69,
863959911,-94.59,-94.59,-94.59,-94.59,-94.59,-94.59,-94.59,-94.59,-94.59,-94.59,
865962138,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,-96.0,
867964365,-93.81,-93.81,-93.81,-93.81,-93.81,-93.81,-93.81,-93.81,-93.81,-93.81,
869966592,-84.75,-84.75,-84.75,-84.75,-84.75,-84.75,-84.75,-84.75,-84.75,-84.75,
871968820,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69,-70.69
873971047,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0
875973274,-87.91,-87.91,-87.91,-87.91,-87.91,-87.91,-87.91,-87.91,-87.91,-87.91,
877975501,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28,-78.28
879977728,-86.72,-86.72,-86.72,-86.72,-86.72,-86.72,-86.72,-86.72,-86.72,-86.72,
881979955,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94,-75.94
883982183,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69,-77.69
885984410,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03,-75.03
887986637,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28,-72.28
889988864,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66,-71.66
891991091,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0,-74.0
893993318,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78,-73.78
895995546,-92.56,-92.56,-92.56,-92.56,-92.56,-92.56,-92.56,-92.56,-92.56,-92.56,
897997773,-89.22,-89.22,-89.22,-89.22,-89.22,-89.22,-89.22,-89.22,-89.22,-89.22,
900000000,-91.66,-91.66,-91.66,-91.66,-91.66,-91.66,-91.66,-91.66,-91.66,-91.66,
