100000000,  -75.31
101781737,  -67.31
103563474,  -71.28
105345212,  -83.75
107126949,  -81.25
108908686,  -90.72
110690423,  -90.72
112472160,  -91.19
114253898,  -91.69
116035635,  -91.16
117817372,  -89.62
119599109,  -91.12
121380846,  -90.12
123162584,  -90.09
124944321,  -93.09
126726058,  -90.56
128507795,  -93.03
130289532,  -91.03
132071269,  -91.00
133853007,  -90.50
135634744,  -92.47
137416481,  -91.97
139198218,  -91.94
140979955,  -90.41
142761693,  -91.41
144543430,  -89.88
146325167,  -88.38
148106904,  -89.34
149888641,  -90.81
151670379,  -89.81
153452116,  -88.31
155233853,  -89.78
157015590,  -88.75
158797327,  -89.25
160579065,  -83.72
162360802,  -79.22
164142539,  -84.19
165924276,  -83.66
167706013,  -84.66
169487751,  -87.12
171269488,  -87.62
173051225,  -82.09
174832962,  -71.59
176614699,  -73.56
178396437,  -73.06
180178174,  -84.03
181959911,  -88.03
183741648,  -88.50
185523385,  -90.97
187305122,  -90.47
189086860,  -91.94
190868597,  -91.94
192650334,  -89.91
194432071,  -90.91
196213808,  -91.38
197995546,  -88.88
199777283,  -90.84
201559020,  -89.84
203340757,  -91.81
205122494,  -91.81
206904232,  -89.28
208685969,  -91.75
210467706,  -89.75
212249443,  -89.22
214031180,  -90.22
215812918,  -91.69
217594655,  -91.16
219376392,  -90.16
221158129,  -91.62
222939866,  -93.09
224721604,  -91.09
226503341,  -90.56
228285078,  -90.56
230066815,  -91.53
231848552,  -90.53
233630290,  -91.03
235412027,  -91.53
237193764,  -91.03
238975501,  -91.56
240757238,  -91.06
242538976,  -91.06
244320713,  -89.56
246102450,  -91.06
247884187,  -91.09
249665924,  -92.09
251447661,  -90.59
253229399,  -91.09
255011136,  -90.09
256792873,  -91.12
258574610,  -91.62
260356347,  -92.62
262138085,  -91.62
263919822,  -89.66
265701559,  -92.16
267483296,  -91.16
269265033,  -90.16
271046771,  -91.16
272828508,  -90.19
274610245,  -90.69
276391982,  -89.19
278173719,  -90.19
279955457,  -92.19
281737194,  -89.72
283518931,  -89.72
285300668,  -91.72
287082405,  -91.72
288864143,  -91.22
290645880,  -90.25
292427617,  -91.25
294209354,  -91.25
295991091,  -91.25
297772829,  -90.75
299554566,  -91.28
301336303,  -89.78
303118040,  -90.78
304899777,  -91.28
306681514,  -89.31
308463252,  -91.31
310244989,  -89.81
312026726,  -91.31
313808463,  -91.31
315590200,  -89.84
317371938,  -91.34
319153675,  -90.34
320935412,  -90.84
322717149,  -91.38
324498886,  -90.38
326280624,  -88.88
328062361,  -90.38
329844098,  -90.38
331625835,  -89.91
333407572,  -90.91
335189310,  -89.91
336971047,  -88.41
338752784,  -87.91
340534521,  -89.94
342316258,  -89.94
344097996,  -90.44
345879733,  -88.94
347661470,  -88.44
349443207,  -91.47
351224944,  -90.47
353006682,  -89.47
354788419,  -90.97
356570156,  -89.47
358351893,  -91.00
360133630,  -89.00
361915367,  -89.50
363697105,  -89.50
365478842,  -88.53
367260579,  -90.53
369042316,  -91.03
370824053,  -90.53
372605791,  -91.03
374387528,  -91.06
376169265,  -91.06
377951002,  -89.56
379732739,  -91.06
381514477,  -89.56
383296214,  -90.59
385077951,  -89.09
386859688,  -89.59
388641425,  -89.59
390423163,  -90.62
392204900,  -92.12
393986637,  -89.12
395768374,  -90.16
397550111,  -90.66
399331849,  -92.16
401113586,  -89.19
402895323,  -91.69
404677060,  -90.22
406458797,  -92.72
408240535,  -91.75
410022272,  -91.25
411804009,  -90.25
413585746,  -90.75
415367483,  -90.78
417149220,  -90.81
418930958,  -91.31
420712695,  -90.81
422494432,  -89.84
424276169,  -92.34
426057906,  -91.84
427839644,  -90.38
429621381,  -90.88
431403118,  -88.91
433184855,  -89.91
434966592,  -91.41
436748330,  -91.44
438530067,  -90.44
